fold,role,date
22,train,2022-03-31
22,train,2022-04-29
22,train,2022-05-31
22,train,2022-06-30
22,train,2022-07-29
22,train,2022-08-31
22,train,2022-09-30
22,train,2022-10-31
22,train,2022-11-30
22,train,2022-12-30
22,train,2023-01-31
22,train,2023-02-28
22,train,2023-03-31
22,test,2023-04-28
22,test,2023-05-31
22,test,2023-06-30
23,train,2016-01-29
23,train,2016-02-29
23,train,2016-03-31
23,train,2016-04-29
23,train,2016-05-31
23,train,2016-06-30
23,train,2016-07-29
23,train,2016-08-31
23,train,2016-09-30
23,train,2016-10-31
23,train,2016-11-30
23,train,2016-12-30
23,train,2017-01-31
23,train,2017-02-28
23,train,2017-03-31
23,train,2017-04-28
23,train,2017-05-31
23,train,2017-06-30
23,train,2017-07-31
23,train,2017-08-31
23,train,2017-09-29
23,train,2017-10-31
23,train,2017-11-30
23,train,2017-12-29
23,train,2018-01-31
23,train,2018-02-28
23,train,2018-03-29
23,train,2018-04-30
23,train,2018-05-31
23,train,2018-06-29
23,train,2018-07-31
23,train,2018-08-31
23,train,2018-09-28
23,train,2018-10-31
23,train,2018-11-30
23,train,2018-12-31
23,train,2019-01-31
23,train,2019-02-28
23,train,2019-03-29
23,train,2019-04-30
23,train,2019-05-31
23,train,2019-06-28
23,train,2019-07-31
23,train,2019-08-30
23,train,2019-09-30
23,train,2019-10-31
23,train,2019-11-29
23,train,2019-12-31
23,train,2020-01-31
23,train,2020-02-28
23,train,2020-03-31
23,train,2020-04-30
23,train,2020-05-29
23,train,2020-06-30
23,train,2020-07-31
23,train,2020-08-31
23,train,2020-09-30
23,train,2020-10-30
23,train,2020-11-30
23,train,2020-12-31
23,train,2021-01-29
23,train,2021-02-26
23,train,2021-03-31
23,train,2021-04-30
23,train,2021-05-28
23,train,2021-06-30
23,train,2021-07-30
23,train,2021-08-31
23,train,2021-09-30
23,train,2021-10-29
23,train,2021-11-30
23,train,2021-12-31
23,train,2022-01-31
23,train,2022-02-28
23,train,2022-03-31
23,train,2022-04-29
23,train,2022-05-31
23,train,2022-06-30
23,train,2022-07-29
23,train,2022-08-31
23,train,2022-09-30
23,train,2022-10-31
23,train,2022-11-30
23,train,2022-12-30
23,train,2023-01-31
23,train,2023-02-28
23,train,2023-03-31
23,train,2023-04-28
23,train,2023-05-31
23,train,2023-06-30
23,test,2023-07-31
23,test,2023-08-31
23,test,2023-09-29
24,train,2016-01-29
24,train,2016-02-29
24,train,2016-03-31
24,train,2016-04-29
24,train,2016-05-31
24,train,2016-06-30
24,train,2016-07-29
24,train,2016-08-31
24,train,2016-09-30
24,train,2016-10-31
24,train,2016-11-30
24,train,2016-12-30
24,train,2017-01-31
24,train,2017-02-28
24,train,2017-03-31
24,train,2017-04-28
24,train,2017-05-31
24,train,2017-06-30
24,train,2017-07-31
24,train,2017-08-31
24,train,2017-09-29
24,train,2017-10-31
24,train,2017-11-30
24,train,2017-12-29
24,train,2018-01-31
24,train,2018-02-28
24,train,2018-03-29
24,train,2018-04-30
24,train,2018-05-31
24,train,2018-06-29
24,train,2018-07-31
24,train,2018-08-31
24,train,2018-09-28
24,train,2018-10-31
24,train,2018-11-30
24,train,2018-12-31
24,train,2019-01-31
24,train,2019-02-28
24,train,2019-03-29
24,train,2019-04-30
24,train,2019-05-31
24,train,2019-06-28
24,train,2019-07-31
24,train,2019-08-30
24,train,2019-09-30
24,train,2019-10-31
24,train,2019-11-29
24,train,2019-12-31
24,train,2020-01-31
24,train,2020-02-28
24,train,2020-03-31
24,train,2020-04-30
24,train,2020-05-29
24,train,2020-06-30
24,train,2020-07-31
24,train,2020-08-31
24,train,2020-09-30
24,train,2020-10-30
24,train,2020-11-30
24,train,2020-12-31
24,train,2021-01-29
24,train,2021-02-26
24,train,2021-03-31
24,train,2021-04-30
24,train,2021-05-28
24,train,2021-06-30
24,train,2021-07-30
24,train,2021-08-31
24,train,2021-09-30
24,train,2021-10-29
24,train,2021-11-30
24,train,2021-12-31
24,train,2022-01-31
24,train,2022-02-28
24,train,2022-03-31
24,train,2022-04-29
24,train,2022-05-31
24,train,2022-06-30
24,train,2022-07-29
24,train,2022-08-31
24,train,2022-09-30
24,train,2022-10-31
24,train,2022-11-30
24,train,2022-12-30
24,train,2023-01-31
24,train,2023-02-28
24,train,2023-03-31
24,train,2023-04-28
24,train,2023-05-31
24,train,2023-06-30
24,train,2023-07-31
24,train,2023-08-31
24,train,2023-09-29
24,test,2023-10-31
24,test,2023-11-30
24,test,2023-12-29
25,train,2016-01-29
25,train,2016-02-29
25,train,2016-03-31
25,train,2016-04-29
25,train,2016-05-31
25,train,2016-06-30
25,train,2016-07-29
25,train,2016-08-31
25,train,2016-09-30
25,train,2016-10-31
25,train,2016-11-30
25,train,2016-12-30
25,train,2017-01-31
25,train,2017-02-28
25,train,2017-03-31
25,train,2017-04-28
25,train,2017-05-31
25,train,2017-06-30
25,train,2017-07-31
25,train,2017-08-31
25,train,2017-09-29
25,train,2017-10-31
25,train,2017-11-30
25,train,2017-12-29
25,train,2018-01-31
25,train,2018-02-28
25,train,2018-03-29
25,train,2018-04-30
25,train,2018-05-31
25,train,2018-06-29
25,train,2018-07-31
25,train,2018-08-31
25,train,2018-09-28
25,train,2018-10-31
25,train,2018-11-30
25,train,2018-12-31
25,train,2019-01-31
25,train,2019-02-28
25,train,2019-03-29
25,train,2019-04-30
25,train,2019-05-31
25,train,2019-06-28
25,train,2019-07-31
25,train,2019-08-30
25,train,2019-09-30
25,train,2019-10-31
25,train,2019-11-29
25,train,2019-12-31
25,train,2020-01-31
25,train,2020-02-28
25,train,2020-03-31
25,train,2020-04-30
25,train,2020-05-29
25,train,2020-06-30
25,train,2020-07-31
25,train,2020-08-31
25,train,2020-09-30
25,train,2020-10-30
25,train,2020-11-30
25,train,2020-12-31
25,train,2021-01-29
25,train,2021-02-26
25,train,2021-03-31
25,train,2021-04-30
25,train,2021-05-28
25,train,2021-06-30
25,train,2021-07-30
25,train,2021-08-31
25,train,2021-09-30
25,train,2021-10-29
25,train,2021-11-30
25,train,2021-12-31
25,train,2022-01-31
25,train,2022-02-28
25,train,2022-03-31
25,train,2022-04-29
25,train,2022-05-31
25,train,2022-06-30
25,train,2022-07-29
25,train,2022-08-31
25,train,2022-09-30
25,train,2022-10-31
25,train,2022-11-30
25,train,2022-12-30
25,train,2023-01-31
25,train,2023-02-28
25,train,2023-03-31
25,train,2023-04-28
25,train,2023-05-31
25,train,2023-06-30
25,train,2023-07-31
25,train,2023-08-31
25,train,2023-09-29
25,train,2023-10-31
25,train,2023-11-30
25,train,2023-12-29
25,test,2024-01-31
25,test,2024-02-29
25,test,2024-03-28
26,train,2016-01-29
26,train,2016-02-29
26,train,2016-03-31
26,train,2016-04-29
26,train,2016-05-31
26,train,2016-06-30
26,train,2016-07-29
26,train,2016-08-31
26,train,2016-09-30
26,train,2016-10-31
26,train,2016-11-30
26,train,2016-12-30
26,train,2017-01-31
26,train,2017-02-28
26,train,2017-03-31
26,train,2017-04-28
26,train,2017-05-31
26,train,2017-06-30
26,train,2017-07-31
26,train,2017-08-31
26,train,2017-09-29
26,train,2017-10-31
26,train,2017-11-30
26,train,2017-12-29
26,train,2018-01-31
26,train,2018-02-28
26,train,2018-03-29
26,train,2018-04-30
26,train,2018-05-31
26,train,2018-06-29
26,train,2018-07-31
26,train,2018-08-31
26,train,2018-09-28
26,train,2018-10-31
26,train,2018-11-30
26,train,2018-12-31
26,train,2019-01-31
26,train,2019-02-28
26,train,2019-03-29
26,train,2019-04-30
26,train,2019-05-31
26,train,2019-06-28
26,train,2019-07-31
26,train,2019-08-30
26,train,2019-09-30
26,train,2019-10-31
26,train,2019-11-29
26,train,2019-12-31
26,train,2020-01-31
26,train,2020-02-28
26,train,2020-03-31
26,train,2020-04-30
26,train,2020-05-29
26,train,2020-06-30
26,train,2020-07-31
26,train,2020-08-31
26,train,2020-09-30
26,train,2020-10-30
26,train,2020-11-30
26,train,2020-12-31
26,train,2021-01-29
26,train,2021-02-26
26,train,2021-03-31
26,train,2021-04-30
26,train,2021-05-28
26,train,2021-06-30
26,train,2021-07-30
26,train,2021-08-31
26,train,2021-09-30
26,train,2021-10-29
26,train,2021-11-30
26,train,2021-12-31
26,train,2022-01-31
26,train,2022-02-28
26,train,2022-03-31
26,train,2022-04-29
26,train,2022-05-31
26,train,2022-06-30
26,train,2022-07-29
26,train,2022-08-31
26,train,2022-09-30
26,train,2022-10-31
26,train,2022-11-30
26,train,2022-12-30
26,train,2023-01-31
26,train,2023-02-28
26,train,2023-03-31
26,train,2023-04-28
26,train,2023-05-31
26,train,2023-06-30
26,train,2023-07-31
26,train,2023-08-31
26,train,2023-09-29
26,train,2023-10-31
26,train,2023-11-30
26,train,2023-12-29
26,train,2024-01-31
26,train,2024-02-29
26,train,2024-03-28
26,test,2024-04-30
26,test,2024-05-31
26,test,2024-06-28
27,train,2016-01-29
27,train,2016-02-29
27,train,2016-03-31
27,train,2016-04-29
27,train,2016-05-31
27,train,2016-06-30
27,train,2016-07-29
27,train,2016-08-31
27,train,2016-09-30
27,train,2016-10-31
27,train,2016-11-30
27,train,2016-12-30
27,train,2017-01-31
27,train,2017-02-28
27,train,2017-03-31
27,train,2017-04-28
27,train,2017-05-31
27,train,2017-06-30
27,train,2017-07-31
27,train,2017-08-31
27,train,2017-09-29
27,train,2017-10-31
27,train,2017-11-30
27,train,2017-12-29
27,train,2018-01-31
27,train,2018-02-28
27,train,2018-03-29
27,train,2018-04-30
27,train,2018-05-31
27,train,2018-06-29
27,train,2018-07-31
27,train,2018-08-31
27,train,2018-09-28
27,train,2018-10-31
27,train,2018-11-30
27,train,2018-12-31
27,train,2019-01-31
27,train,2019-02-28
27,train,2019-03-29
27,train,2019-04-30
27,train,2019-05-31
27,train,2019-06-28
27,train,2019-07-31
27,train,2019-08-30
27,train,2019-09-30
27,train,2019-10-31
27,train,2019-11-29
27,train,2019-12-31
27,train,2020-01-31
27,train,2020-02-28
27,train,2020-03-31
27,train,2020-04-30
27,train,2020-05-29
27,train,2020-06-30
27,train,2020-07-31
27,train,2020-08-31
27,train,2020-09-30
27,train,2020-10-30
27,train,2020-11-30
27,train,2020-12-31
27,train,2021-01-29
27,train,2021-02-26
27,train,2021-03-31
27,train,2021-04-30
27,train,2021-05-28
27,train,2021-06-30
27,train,2021-07-30
27,train,2021-08-31
27,train,2021-09-30
27,train,2021-10-29
27,train,2021-11-30
27,train,2021-12-31
27,train,2022-01-31
27,train,2022-02-28
27,train,2022-03-31
27,train,2022-04-29
27,train,2022-05-31
27,train,2022-06-30
27,train,2022-07-29
27,train,2022-08-31
27,train,2022-09-30
27,train,2022-10-31
27,train,2022-11-30
27,train,2022-12-30
27,train,2023-01-31
27,train,2023-02-28
27,train,2023-03-31
27,train,2023-04-28
27,train,2023-05-31
27,train,2023-06-30
27,train,2023-07-31
27,train,2023-08-31
27,train,2023-09-29
27,train,2023-10-31
27,train,2023-11-30
27,train,2023-12-29
27,train,2024-01-31
27,train,2024-02-29
27,train,2024-03-28
27,train,2024-04-30
27,train,2024-05-31
27,train,2024-06-28
27,test,2024-07-31
27,test,2024-08-30
27,test,2024-09-30
28,train,2016-01-29
28,train,2016-02-29
28,train,2016-03-31
28,train,2016-04-29
28,train,2016-05-31
28,train,2016-06-30
28,train,2016-07-29
28,train,2016-08-31
28,train,2016-09-30
28,train,2016-10-31
28,train,2016-11-30
28,train,2016-12-30
28,train,2017-01-31
28,train,2017-02-28
28,train,2017-03-31
28,train,2017-04-28
28,train,2017-05-31
28,train,2017-06-30
28,train,2017-07-31
28,train,2017-08-31
28,train,2017-09-29
28,train,2017-10-31
28,train,2017-11-30
28,train,2017-12-29
28,train,2018-01-31
28,train,2018-02-28
28,train,2018-03-29
28,train,2018-04-30
28,train,2018-05-31
28,train,2018-06-29
28,train,2018-07-31
28,train,2018-08-31
28,train,2018-09-28
28,train,2018-10-31
28,train,2018-11-30
28,train,2018-12-31
28,train,2019-01-31
28,train,2019-02-28
28,train,2019-03-29
28,train,2019-04-30
28,train,2019-05-31
28,train,2019-06-28
28,train,2019-07-31
28,train,2019-08-30
28,train,2019-09-30
28,train,2019-10-31
28,train,2019-11-29
28,train,2019-12-31
28,train,2020-01-31
28,train,2020-02-28
28,train,2020-03-31
28,train,2020-04-30
28,train,2020-05-29
28,train,2020-06-30
28,train,2020-07-31
28,train,2020-08-31
28,train,2020-09-30
28,train,2020-10-30
28,train,2020-11-30
28,train,2020-12-31
28,train,2021-01-29
28,train,2021-02-26
28,train,2021-03-31
28,train,2021-04-30
28,train,2021-05-28
28,train,2021-06-30
28,train,2021-07-30
28,train,2021-08-31
28,train,2021-09-30
28,train,2021-10-29
28,train,2021-11-30
28,train,2021-12-31
28,train,2022-01-31
28,train,2022-02-28
28,train,2022-03-31
28,train,2022-04-29
28,train,2022-05-31
28,train,2022-06-30
28,train,2022-07-29
28,train,2022-08-31
28,train,2022-09-30
28,train,2022-10-31
28,train,2022-11-30
28,train,2022-12-30
28,train,2023-01-31
28,train,2023-02-28
28,train,2023-03-31
28,train,2023-04-28
28,train,2023-05-31
28,train,2023-06-30
28,train,2023-07-31
28,train,2023-08-31
28,train,2023-09-29
28,train,2023-10-31
28,train,2023-11-30
28,train,2023-12-29
28,train,2024-01-31
28,train,2024-02-29
28,train,2024-03-28
28,train,2024-04-30
28,train,2024-05-31
28,train,2024-06-28
28,train,2024-07-31
28,train,2024-08-30
28,train,2024-09-30
28,test,2024-10-31
28,test,2024-11-29
28,test,2024-12-31
29,train,2016-01-29
29,train,2016-02-29
29,train,2016-03-31
29,train,2016-04-29
29,train,2016-05-31
29,train,2016-06-30
29,train,2016-07-29
29,train,2016-08-31
29,train,2016-09-30
29,train,2016-10-31
29,train,2016-11-30
29,train,2016-12-30
29,train,2017-01-31
29,train,2017-02-28
29,train,2017-03-31
29,train,2017-04-28
29,train,2017-05-31
29,train,2017-06-30
29,train,2017-07-31
29,train,2017-08-31
29,train,2017-09-29
29,train,2017-10-31
29,train,2017-11-30
29,train,2017-12-29
29,train,2018-01-31
29,train,2018-02-28
29,train,2018-03-29
29,train,2018-04-30
29,train,2018-05-31
29,train,2018-06-29
29,train,2018-07-31
29,train,2018-08-31
29,train,2018-09-28
29,train,2018-10-31
29,train,2018-11-30
29,train,2018-12-31
29,train,2019-01-31
29,train,2019-02-28
29,train,2019-03-29
29,train,2019-04-30
29,train,2019-05-31
29,train,2019-06-28
29,train,2019-07-31
29,train,2019-08-30
29,train,2019-09-30
29,train,2019-10-31
29,train,2019-11-29
29,train,2019-12-31
29,train,2020-01-31
29,train,2020-02-28
29,train,2020-03-31
29,train,2020-04-30
29,train,2020-05-29
29,train,2020-06-30
29,train,2020-07-31
29,train,2020-08-31
29,train,2020-09-30
29,train,2020-10-30
29,train,2020-11-30
29,train,2020-12-31
29,train,2021-01-29
29,train,2021-02-26
29,train,2021-03-31
29,train,2021-04-30
29,train,2021-05-28
29,train,2021-06-30
29,train,2021-07-30
29,train,2021-08-31
29,train,2021-09-30
29,train,2021-10-29
29,train,2021-11-30
29,train,2021-12-31
29,train,2022-01-31
29,train,2022-02-28
29,train,2022-03-31
29,train,2022-04-29
29,train,2022-05-31
29,train,2022-06-30
29,train,2022-07-29
29,train,2022-08-31
29,train,2022-09-30
29,train,2022-10-31
29,train,2022-11-30
29,train,2022-12-30
29,train,2023-01-31
29,train,2023-02-28
29,train,2023-03-31
29,train,2023-04-28
29,train,2023-05-31
29,train,2023-06-30
29,train,2023-07-31
29,train,2023-08-31
29,train,2023-09-29
29,train,2023-10-31
29,train,2023-11-30
29,train,2023-12-29
29,train,2024-01-31
29,train,2024-02-29
29,train,2024-03-28
29,train,2024-04-30
29,train,2024-05-31
29,train,2024-06-28
29,train,2024-07-31
29,train,2024-08-30
29,train,2024-09-30
29,train,2024-10-31
29,train,2024-11-29
29,train,2024-12-31
29,test,2025-01-31
29,test,2025-02-28
29,test,2025-03-31
30,train,2016-01-29
30,train,2016-02-29
30,train,2016-03-31
30,train,2016-04-29
30,train,2016-05-31
30,train,2016-06-30
30,train,2016-07-29
30,train,2016-08-31
30,train,2016-09-30
30,train,2016-10-31
30,train,2016-11-30
30,train,2016-12-30
30,train,2017-01-31
30,train,2017-02-28
30,train,2017-03-31
30,train,2017-04-28
30,train,2017-05-31
30,train,2017-06-30
30,train,2017-07-31
30,train,2017-08-31
30,train,2017-09-29
30,train,2017-10-31
30,train,2017-11-30
30,train,2017-12-29
30,train,2018-01-31
30,train,2018-02-28
30,train,2018-03-29
30,train,2018-04-30
30,train,2018-05-31
30,train,2018-06-29
30,train,2018-07-31
30,train,2018-08-31
30,train,2018-09-28
30,train,2018-10-31
30,train,2018-11-30
30,train,2018-12-31
30,train,2019-01-31
30,train,2019-02-28
30,train,2019-03-29
30,train,2019-04-30
30,train,2019-05-31
30,train,2019-06-28
30,train,2019-07-31
30,train,2019-08-30
30,train,2019-09-30
30,train,2019-10-31
30,train,2019-11-29
30,train,2019-12-31
30,train,2020-01-31
30,train,2020-02-28
30,train,2020-03-31
30,train,2020-04-30
30,train,2020-05-29
30,train,2020-06-30
30,train,2020-07-31
30,train,2020-08-31
30,train,2020-09-30
30,train,2020-10-30
30,train,2020-11-30
30,train,2020-12-31
30,train,2021-01-29
30,train,2021-02-26
30,train,2021-03-31
30,train,2021-04-30
30,train,2021-05-28
30,train,2021-06-30
30,train,2021-07-30
30,train,2021-08-31
30,train,2021-09-30
30,train,2021-10-29
30,train,2021-11-30
30,train,2021-12-31
30,train,2022-01-31
30,train,2022-02-28
30,train,2022-03-31
30,train,2022-04-29
30,train,2022-05-31
30,train,2022-06-30
30,train,2022-07-29
30,train,2022-08-31
30,train,2022-09-30
30,train,2022-10-31
30,train,2022-11-30
30,train,2022-12-30
30,train,2023-01-31
30,train,2023-02-28
30,train,2023-03-31
30,train,2023-04-28
30,train,2023-05-31
30,train,2023-06-30
30,train,2023-07-31
30,train,2023-08-31
30,train,2023-09-29
30,train,2023-10-31
30,train,2023-11-30
30,train,2023-12-29
30,train,2024-01-31
30,train,2024-02-29
30,train,2024-03-28
30,train,2024-04-30
30,train,2024-05-31
30,train,2024-06-28
30,train,2024-07-31
30,train,2024-08-30
30,train,2024-09-30
30,train,2024-10-31
30,train,2024-11-29
30,train,2024-12-31
30,train,2025-01-31
30,train,2025-02-28
30,train,2025-03-31
30,test,2025-04-30
30,test,2025-05-30
30,test,2025-06-30
31,train,2016-01-29
31,train,2016-02-29
31,train,2016-03-31
31,train,2016-04-29
31,train,2016-05-31
31,train,2016-06-30
31,train,2016-07-29
31,train,2016-08-31
31,train,2016-09-30
31,train,2016-10-31
31,train,2016-11-30
31,train,2016-12-30
31,train,2017-01-31
31,train,2017-02-28
31,train,2017-03-31
31,train,2017-04-28
31,train,2017-05-31
31,train,2017-06-30
31,train,2017-07-31
31,train,2017-08-31
31,train,2017-09-29
31,train,2017-10-31
31,train,2017-11-30
31,train,2017-12-29
31,train,2018-01-31
31,train,2018-02-28
31,train,2018-03-29
31,train,2018-04-30
31,train,2018-05-31
31,train,2018-06-29
31,train,2018-07-31
31,train,2018-08-31
31,train,2018-09-28
31,train,2018-10-31
31,train,2018-11-30
31,train,2018-12-31
31,train,2019-01-31
31,train,2019-02-28
31,train,2019-03-29
31,train,2019-04-30
31,train,2019-05-31
31,train,2019-06-28
31,train,2019-07-31
31,train,2019-08-30
31,train,2019-09-30
31,train,2019-10-31
31,train,2019-11-29
31,train,2019-12-31
31,train,2020-01-31
31,train,2020-02-28
31,train,2020-03-31
31,train,2020-04-30
31,train,2020-05-29
31,train,2020-06-30
31,train,2020-07-31
31,train,2020-08-31
31,train,2020-09-30
31,train,2020-10-30
31,train,2020-11-30
31,train,2020-12-31
31,train,2021-01-29
31,train,2021-02-26
31,train,2021-03-31
31,train,2021-04-30
31,train,2021-05-28
31,train,2021-06-30
31,train,2021-07-30
31,train,2021-08-31
31,train,2021-09-30
31,train,2021-10-29
31,train,2021-11-30
31,train,2021-12-31
31,train,2022-01-31
31,train,2022-02-28
31,train,2022-03-31
31,train,2022-04-29
31,train,2022-05-31
31,train,2022-06-30
31,train,2022-07-29
31,train,2022-08-31
31,train,2022-09-30
31,train,2022-10-31
31,train,2022-11-30
31,train,2022-12-30
31,train,2023-01-31
31,train,2023-02-28
31,train,2023-03-31
31,train,2023-04-28
31,train,2023-05-31
31,train,2023-06-30
31,train,2023-07-31
31,train,2023-08-31
31,train,2023-09-29
31,train,2023-10-31
31,train,2023-11-30
31,train,2023-12-29
31,train,2024-01-31
31,train,2024-02-29
31,train,2024-03-28
31,train,2024-04-30
31,train,2024-05-31
31,train,2024-06-28
31,train,2024-07-31
31,train,2024-08-30
31,train,2024-09-30
31,train,2024-10-31
31,train,2024-11-29
31,train,2024-12-31
31,train,2025-01-31
31,train,2025-02-28
31,train,2025-03-31
31,train,2025-04-30
31,train,2025-05-30
31,train,2025-06-30
31,test,2025-07-31
31,test,2025-08-29
31,test,2025-09-30
32,train,2016-01-29
32,train,2016-02-29
32,train,2016-03-31
32,train,2016-04-29
32,train,2016-05-31
32,train,2016-06-30
32,train,2016-07-29
32,train,2016-08-31
32,train,2016-09-30
32,train,2016-10-31
32,train,2016-11-30
32,train,2016-12-30
32,train,2017-01-31
32,train,2017-02-28
32,train,2017-03-31
32,train,2017-04-28
32,train,2017-05-31
32,train,2017-06-30
32,train,2017-07-31
32,train,2017-08-31
32,train,2017-09-29
32,train,2017-10-31
32,train,2017-11-30
32,train,2017-12-29
32,train,2018-01-31
32,train,2018-02-28
32,train,2018-03-29
32,train,2018-04-30
32,train,2018-05-31
32,train,2018-06-29
32,train,2018-07-31
32,train,2018-08-31
32,train,2018-09-28
32,train,2018-10-31
32,train,2018-11-30
32,train,2018-12-31
32,train,2019-01-31
32,train,2019-02-28
32,train,2019-03-29
32,train,2019-04-30
32,train,2019-05-31
32,train,2019-06-28
32,train,2019-07-31
32,train,2019-08-30
32,train,2019-09-30
32,train,2019-10-31
32,train,2019-11-29
32,train,2019-12-31
32,train,2020-01-31
32,train,2020-02-28
32,train,2020-03-31
32,train,2020-04-30
32,train,2020-05-29
32,train,2020-06-30
32,train,2020-07-31
32,train,2020-08-31
32,train,2020-09-30
32,train,2020-10-30
32,train,2020-11-30
32,train,2020-12-31
32,train,2021-01-29
32,train,2021-02-26
32,train,2021-03-31
32,train,2021-04-30
32,train,2021-05-28
32,train,2021-06-30
32,train,2021-07-30
32,train,2021-08-31
32,train,2021-09-30
32,train,2021-10-29
32,train,2021-11-30
32,train,2021-12-31
32,train,2022-01-31
32,train,2022-02-28
32,train,2022-03-31
32,train,2022-04-29
32,train,2022-05-31
32,train,2022-06-30
32,train,2022-07-29
32,train,2022-08-31
32,train,2022-09-30
32,train,2022-10-31
32,train,2022-11-30
32,train,2022-12-30
32,train,2023-01-31
32,train,2023-02-28
32,train,2023-03-31
32,train,2023-04-28
32,train,2023-05-31
32,train,2023-06-30
32,train,2023-07-31
32,train,2023-08-31
32,train,2023-09-29
32,train,2023-10-31
32,train,2023-11-30
32,train,2023-12-29
32,train,2024-01-31
32,train,2024-02-29
32,train,2024-03-28
32,train,2024-04-30
32,train,2024-05-31
32,train,2024-06-28
32,train,2024-07-31
32,train,2024-08-30
32,train,2024-09-30
32,train,2024-10-31
32,train,2024-11-29
32,train,2024-12-31
32,train,2025-01-31
32,train,2025-02-28
32,train,2025-03-31
32,train,2025-04-30
32,train,2025-05-30
32,train,2025-06-30
32,train,2025-07-31
32,train,2025-08-29
32,train,2025-09-30
32,test,2025-10-31
32,test,2025-11-28
32,test,2025-12-31
33,train,2016-01-29
33,train,2016-02-29
33,train,2016-03-31
33,train,2016-04-29
33,train,2016-05-31
33,train,2016-06-30
33,train,2016-07-29
33,train,2016-08-31
33,train,2016-09-30
33,train,2016-10-31
33,train,2016-11-30
33,train,2016-12-30
33,train,2017-01-31
33,train,2017-02-28
33,train,2017-03-31
33,train,2017-04-28
33,train,2017-05-31
33,train,2017-06-30
33,train,2017-07-31
33,train,2017-08-31
33,train,2017-09-29
33,train,2017-10-31
33,train,2017-11-30
33,train,2017-12-29
33,train,2018-01-31
33,train,2018-02-28
33,train,2018-03-29
33,train,2018-04-30
33,train,2018-05-31
33,train,2018-06-29
33,train,2018-07-31
33,train,2018-08-31
33,train,2018-09-28
33,train,2018-10-31
33,train,2018-11-30
33,train,2018-12-31
33,train,2019-01-31
33,train,2019-02-28
33,train,2019-03-29
33,train,2019-04-30
33,train,2019-05-31
33,train,2019-06-28
33,train,2019-07-31
33,train,2019-08-30
33,train,2019-09-30
33,train,2019-10-31
33,train,2019-11-29
33,train,2019-12-31
33,train,2020-01-31
33,train,2020-02-28
33,train,2020-03-31
33,train,2020-04-30
33,train,2020-05-29
33,train,2020-06-30
33,train,2020-07-31
33,train,2020-08-31
33,train,2020-09-30
33,train,2020-10-30
33,train,2020-11-30
33,train,2020-12-31
33,train,2021-01-29
33,train,2021-02-26
33,train,2021-03-31
33,train,2021-04-30
33,train,2021-05-28
33,train,2021-06-30
33,train,2021-07-30
33,train,2021-08-31
33,train,2021-09-30
33,train,2021-10-29
33,train,2021-11-30
33,train,2021-12-31
33,train,2022-01-31
33,train,2022-02-28
33,train,2022-03-31
33,train,2022-04-29
33,train,2022-05-31
33,train,2022-06-30
33,train,2022-07-29
33,train,2022-08-31
33,train,2022-09-30
33,train,2022-10-31
33,train,2022-11-30
33,train,2022-12-30
33,train,2023-01-31
33,train,2023-02-28
33,train,2023-03-31
33,train,2023-04-28
33,train,2023-05-31
33,train,2023-06-30
33,train,2023-07-31
33,train,2023-08-31
33,train,2023-09-29
33,train,2023-10-31
33,train,2023-11-30
33,train,2023-12-29
33,train,2024-01-31
33,train,2024-02-29
33,train,2024-03-28
33,train,2024-04-30
33,train,2024-05-31
33,train,2024-06-28
33,train,2024-07-31
33,train,2024-08-30
33,train,2024-09-30
33,train,2024-10-31
33,train,2024-11-29
33,train,2024-12-31
33,train,2025-01-31
33,train,2025-02-28
33,train,2025-03-31
33,train,2025-04-30
33,train,2025-05-30
33,train,2025-06-30
33,train,2025-07-31
33,train,2025-08-29
33,train,2025-09-30
33,train,2025-10-31
33,train,2025-11-28
33,train,2025-12-31
33,test,2026-01-30
33,test,2026-02-27
33,test,2026-03-31
34,train,2016-01-29
34,train,2016-02-29
34,train,2016-03-31
34,train,2016-04-29
34,train,2016-05-31
34,train,2016-06-30
34,train,2016-07-29
34,train,2016-08-31
34,train,2016-09-30
34,train,2016-10-31
34,train,2016-11-30
34,train,2016-12-30
34,train,2017-01-31
34,train,2017-02-28
34,train,2017-03-31
34,train,2017-04-28
34,train,2017-05-31
34,train,2017-06-30
34,train,2017-07-31
34,train,2017-08-31
34,train,2017-09-29
34,train,2017-10-31
34,train,2017-11-30
34,train,2017-12-29
34,train,2018-01-31
34,train,2018-02-28
34,train,2018-03-29
34,train,2018-04-30
34,train,2018-05-31
34,train,2018-06-29
34,train,2018-07-31
34,train,2018-08-31
34,train,2018-09-28
34,train,2018-10-31
34,train,2018-11-30
34,train,2018-12-31
34,train,2019-01-31
34,train,2019-02-28
34,train,2019-03-29
34,train,2019-04-30
34,train,2019-05-31
34,train,2019-06-28
34,train,2019-07-31
34,train,2019-08-30
34,train,2019-09-30
34,train,2019-10-31
34,train,2019-11-29
34,train,2019-12-31
34,train,2020-01-31
34,train,2020-02-28
34,train,2020-03-31
34,train,2020-04-30
34,train,2020-05-29
34,train,2020-06-30
34,train,2020-07-31
34,train,2020-08-31
34,train,2020-09-30
34,train,2020-10-30
34,train,2020-11-30
34,train,2020-12-31
34,train,2021-01-29
34,train,2021-02-26
34,train,2021-03-31
34,train,2021-04-30
34,train,2021-05-28
34,train,2021-06-30
34,train,2021-07-30
34,train,2021-08-31
